MsgID.STATE,1521883067.1269608,False,False
MsgID.LOCAL_POSITION,1521883083.8801136,64.4839859,1.0480514,-4.9663682
MsgID.LOCAL_VELOCITY,1521883083.8801136,8.5025997,0.1280752,0.0310095
MsgID.GLOBAL_POSITION,1521883083.8801136,-122.3974415,37.7930608,4.9660000
MsgID.LOCAL_VELOCITY,1521883083.8801136,8.5000000,0.1200000,0.0300000
MsgID.GLOBAL_POSITION,1521883084.1301851,-122.3974413,37.7930795,4.9550000
MsgID.LOCAL_VELOCITY,1521883084.1301851,6.7300000,0.0500000,0.0000000
MsgID.LOCAL_POSITION,1521883084.1301851,66.5635986,1.0623347,-4.9558768
MsgID.LOCAL_VELOCITY,1521883084.1301851,6.7373958,0.0521030,-0.0025059
MsgID.STATE,1521883084.3628404,True,True
MsgID.GLOBAL_HOME,1521883084.3628404,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883084.3808398,-122.3974427,37.7930930,4.9480000
MsgID.LOCAL_VELOCITY,1521883084.3808398,5.8400000,-0.0700000,-0.0500000
MsgID.LOCAL_POSITION,1521883084.3818409,68.0644226,0.9347890,-4.9485760
MsgID.LOCAL_VELOCITY,1521883084.3818409,5.8406582,-0.0770082,-0.0536012
MsgID.GLOBAL_POSITION,1521883084.6327403,-122.3974423,37.7931073,4.9430000
MsgID.LOCAL_VELOCITY,1521883084.6327403,7.0800000,-0.2500000,-0.1400000
MsgID.LOCAL_POSITION,1521883084.6327403,69.6509323,0.9762798,-4.9433126
MsgID.LOCAL_VELOCITY,1521883084.6327403,7.0831065,-0.2585849,-0.1455252
MsgID.GLOBAL_POSITION,1521883084.8811214,-122.3974429,37.7931234,4.9500000
MsgID.LOCAL_VELOCITY,1521883084.8811214,8.0600000,-0.4200000,-0.1700000
MsgID.LOCAL_POSITION,1521883084.8811214,71.4465103,0.9205792,-4.9508858
MsgID.LOCAL_VELOCITY,1521883084.8811214,8.0613327,-0.4296293,-0.1783735
MsgID.GLOBAL_POSITION,1521883085.1321223,-122.3974458,37.7931433,4.9540000
MsgID.LOCAL_VELOCITY,1521883085.1321223,8.5300000,-0.5400000,-0.1400000
MsgID.LOCAL_POSITION,1521883085.1321223,73.6479568,0.6614825,-4.9541855
MsgID.LOCAL_VELOCITY,1521883085.1321223,8.5394278,-0.5403042,-0.1412952
MsgID.STATE,1521883085.3604977,True,True
MsgID.GLOBAL_HOME,1521883085.3604977,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883085.3835254,-122.3974487,37.7931625,4.9600000
MsgID.LOCAL_VELOCITY,1521883085.3835254,8.7200000,-0.5600000,-0.1300000
MsgID.LOCAL_POSITION,1521883085.3845277,75.7812500,0.4065645,-4.9602008
MsgID.LOCAL_VELOCITY,1521883085.3845277,8.7234383,-0.5692699,-0.1383633
MsgID.GLOBAL_POSITION,1521883085.6329484,-122.3974501,37.7931818,4.9640000
MsgID.LOCAL_VELOCITY,1521883085.6329484,8.7700000,-0.5500000,-0.0200000
MsgID.LOCAL_POSITION,1521883085.6329484,77.9295578,0.2819408,-4.9645042
MsgID.LOCAL_VELOCITY,1521883085.6329484,8.7736683,-0.5553543,-0.0285416
MsgID.GLOBAL_POSITION,1521883085.8816390,-122.3974495,37.7932012,4.9730000
MsgID.LOCAL_VELOCITY,1521883085.8816390,8.8200000,-0.5500000,-0.0100000
MsgID.LOCAL_POSITION,1521883085.8816390,80.0893631,0.3336161,-4.9730835
MsgID.LOCAL_VELOCITY,1521883085.8816390,8.8261719,-0.5513988,-0.0195032
MsgID.GLOBAL_POSITION,1521883086.1323929,-122.3974501,37.7932216,4.9810000
MsgID.LOCAL_VELOCITY,1521883086.1323929,8.8200000,-0.5800000,0.0700000
MsgID.LOCAL_POSITION,1521883086.1323929,82.3527756,0.2812494,-4.9814472
MsgID.LOCAL_VELOCITY,1521883086.1323929,8.8296242,-0.5853872,0.0767330
MsgID.STATE,1521883086.3633525,True,True
MsgID.GLOBAL_HOME,1521883086.3633525,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883086.3823695,-122.3974515,37.7932430,4.9860000
MsgID.LOCAL_VELOCITY,1521883086.3823695,8.8300000,-0.6300000,0.0900000
MsgID.LOCAL_POSITION,1521883086.3823695,84.7258835,0.1575279,-4.9870000
MsgID.LOCAL_VELOCITY,1521883086.3823695,8.8374424,-0.6356322,0.0997449
MsgID.GLOBAL_POSITION,1521883086.6336915,-122.3974538,37.7932634,4.9860000
MsgID.LOCAL_VELOCITY,1521883086.6336915,8.8300000,-0.6700000,0.1400000
MsgID.LOCAL_POSITION,1521883086.6336915,86.9994049,-0.0481020,-4.9864492
MsgID.LOCAL_VELOCITY,1521883086.6336915,8.8386631,-0.6777350,0.1421325
MsgID.GLOBAL_POSITION,1521883086.8818634,-122.3974572,37.7932815,4.9850000
MsgID.LOCAL_VELOCITY,1521883086.8818634,8.8400000,-0.6800000,0.1200000
MsgID.LOCAL_POSITION,1521883086.8828638,89.0044479,-0.3480186,-4.9852204
MsgID.LOCAL_VELOCITY,1521883086.8828638,8.8496351,-0.6882771,0.1299383
MsgID.GLOBAL_POSITION,1521883087.1335349,-122.3974588,37.7933005,4.9840000
MsgID.LOCAL_VELOCITY,1521883087.1335349,8.8600000,-0.6400000,0.1000000
MsgID.LOCAL_POSITION,1521883087.1335349,91.1250916,-0.4899322,-4.9848652
MsgID.LOCAL_VELOCITY,1521883087.1335349,8.8605146,-0.6401289,0.1010008
MsgID.STATE,1521883087.3621852,True,True
MsgID.GLOBAL_HOME,1521883087.3621852,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883087.3842061,-122.3974624,37.7933206,4.9900000
MsgID.LOCAL_VELOCITY,1521883087.3842061,8.8700000,-0.5800000,0.0800000
MsgID.LOCAL_POSITION,1521883087.3842061,93.3545074,-0.8136115,-4.9902015
MsgID.LOCAL_VELOCITY,1521883087.3842061,8.8710957,-0.5852864,0.0820039
MsgID.GLOBAL_POSITION,1521883087.6336274,-122.3974624,37.7933419,4.9920000
MsgID.LOCAL_VELOCITY,1521883087.6336274,8.7800000,-0.4500000,0.1100000
MsgID.LOCAL_POSITION,1521883087.6336274,95.7178192,-0.8140569,-4.9922113
MsgID.LOCAL_VELOCITY,1521883087.6336274,8.7882795,-0.4520024,0.1182044
MsgID.GLOBAL_POSITION,1521883087.8827908,-122.3974630,37.7933604,4.9800000
MsgID.LOCAL_VELOCITY,1521883087.8827908,7.5100000,-0.3800000,0.1100000
MsgID.LOCAL_POSITION,1521883087.8827908,97.7747879,-0.8696901,-4.9808865
MsgID.LOCAL_VELOCITY,1521883087.8827908,7.5161748,-0.3811373,0.1137382
MsgID.GLOBAL_POSITION,1521883088.1341324,-122.3974643,37.7933753,4.9810000
MsgID.LOCAL_VELOCITY,1521883088.1341324,5.5300000,-0.3200000,0.0400000
MsgID.LOCAL_POSITION,1521883088.1341324,99.4360275,-0.9847736,-4.9813037
MsgID.LOCAL_VELOCITY,1521883088.1341324,5.5334072,-0.3252647,0.0447892
MsgID.STATE,1521883088.3617623,True,True
MsgID.GLOBAL_HOME,1521883088.3617623,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883088.3850412,-122.3974657,37.7933878,4.9840000
MsgID.LOCAL_VELOCITY,1521883088.3850412,4.5300000,-0.8200000,0.0500000
MsgID.LOCAL_POSITION,1521883088.3850412,100.8146439,-1.1044329,-4.9840961
MsgID.LOCAL_VELOCITY,1521883088.3850412,4.5306168,-0.8287420,0.0588115
MsgID.GLOBAL_POSITION,1521883088.6336560,-122.3974699,37.7933971,4.9720000
MsgID.LOCAL_VELOCITY,1521883088.6336560,4.7300000,-2.0000000,0.0400000
MsgID.LOCAL_POSITION,1521883088.6336560,101.8503494,-1.4821489,-4.9728189
MsgID.LOCAL_VELOCITY,1521883088.6336560,4.7317209,-2.0053301,0.0430924
MsgID.GLOBAL_POSITION,1521883088.8839056,-122.3974755,37.7934069,4.9660000
MsgID.LOCAL_VELOCITY,1521883088.8839056,4.7300000,-3.1800000,-0.0200000
MsgID.LOCAL_POSITION,1521883088.8839056,102.9404678,-1.9797491,-4.9667687
MsgID.LOCAL_VELOCITY,1521883088.8839056,4.7382493,-3.1837029,-0.0201809
MsgID.GLOBAL_POSITION,1521883089.1364043,-122.3974861,37.7934177,4.9630000
MsgID.LOCAL_VELOCITY,1521883089.1364043,4.6200000,-4.3000000,-0.0700000
MsgID.LOCAL_POSITION,1521883089.1364043,104.1447754,-2.9190154,-4.9635339
MsgID.LOCAL_VELOCITY,1521883089.1364043,4.6239100,-4.3000016,-0.0754815
MsgID.STATE,1521883089.3634799,True,True
MsgID.GLOBAL_HOME,1521883089.3644705,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883089.3844850,-122.3975008,37.7934280,4.9590000
MsgID.LOCAL_VELOCITY,1521883089.3844850,4.4900000,-5.3600000,-0.1300000
MsgID.LOCAL_POSITION,1521883089.3844850,105.2893066,-4.2259498,-4.9593849
MsgID.LOCAL_VELOCITY,1521883089.3844850,4.4904165,-5.3682413,-0.1340294
MsgID.GLOBAL_POSITION,1521883089.6353130,-122.3975194,37.7934379,4.9620000
MsgID.LOCAL_VELOCITY,1521883089.6353130,4.3300000,-6.3600000,-0.1700000
MsgID.LOCAL_POSITION,1521883089.6353130,106.3889160,-5.8764195,-4.9625239
MsgID.LOCAL_VELOCITY,1521883089.6353130,4.3333130,-6.3625259,-0.1788577
MsgID.GLOBAL_POSITION,1521883089.8846672,-122.3975378,37.7934475,4.9600000
MsgID.LOCAL_VELOCITY,1521883089.8846672,4.1300000,-7.1700000,-0.2000000
MsgID.LOCAL_POSITION,1521883089.8846672,107.4515381,-7.5131736,-4.9604373
MsgID.LOCAL_VELOCITY,1521883089.8846672,4.1377883,-7.1724629,-0.2026008
MsgID.GLOBAL_POSITION,1521883090.1360819,-122.3975562,37.7934565,4.9650000
MsgID.LOCAL_VELOCITY,1521883090.1360819,3.4700000,-6.6900000,-0.1900000
MsgID.LOCAL_POSITION,1521883090.1360819,108.4556808,-9.1541500,-4.9650712
MsgID.LOCAL_VELOCITY,1521883090.1360819,3.4770229,-6.6988668,-0.1998433
MsgID.STATE,1521883090.3643250,True,True
MsgID.GLOBAL_HOME,1521883090.3643250,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883090.3849025,-122.3975735,37.7934636,4.9640000
MsgID.LOCAL_VELOCITY,1521883090.3849025,2.4200000,-5.3100000,-0.1400000
MsgID.LOCAL_POSITION,1521883090.3849025,109.2410049,-10.6870451,-4.9644504
MsgID.LOCAL_VELOCITY,1521883090.3849025,2.4288695,-5.3107853,-0.1441849
MsgID.GLOBAL_POSITION,1521883090.6354964,-122.3975866,37.7934677,4.9710000
MsgID.LOCAL_VELOCITY,1521883090.6354964,2.2600000,-4.1000000,-0.1300000
MsgID.LOCAL_POSITION,1521883090.6354964,109.6973801,-11.8524284,-4.9717712
MsgID.LOCAL_VELOCITY,1521883090.6354964,2.2667127,-4.1084776,-0.1318567
MsgID.GLOBAL_POSITION,1521883090.8860214,-122.3975965,37.7934727,4.9790000
MsgID.LOCAL_VELOCITY,1521883090.8860214,3.3800000,-3.2100000,-0.0900000
MsgID.LOCAL_POSITION,1521883090.8860214,110.2494125,-12.7345123,-4.9798384
MsgID.LOCAL_VELOCITY,1521883090.8860214,3.3802736,-3.2133503,-0.0911673
MsgID.GLOBAL_POSITION,1521883091.1350594,-122.3976053,37.7934823,4.9920000
MsgID.LOCAL_VELOCITY,1521883091.1350594,4.2400000,-2.3400000,0.0000000
MsgID.LOCAL_POSITION,1521883091.1350594,111.3208466,-13.5119915,-4.9924974
MsgID.LOCAL_VELOCITY,1521883091.1350594,4.2468467,-2.3409421,-0.0054788
MsgID.STATE,1521883091.3645771,True,True
MsgID.GLOBAL_HOME,1521883091.3645771,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883091.3846779,-122.3976117,37.7934940,4.9990000
MsgID.LOCAL_VELOCITY,1521883091.3846779,4.9700000,-1.4900000,0.0900000
MsgID.LOCAL_POSITION,1521883091.3846779,112.6253128,-14.0807743,-4.9996963
MsgID.LOCAL_VELOCITY,1521883091.3846779,4.9738803,-1.4938699,0.0945170
MsgID.GLOBAL_POSITION,1521883091.6351480,-122.3976127,37.7935059,4.9950000
MsgID.LOCAL_VELOCITY,1521883091.6351480,5.6800000,-0.6700000,0.1600000
MsgID.LOCAL_POSITION,1521883091.6351480,113.9378052,-14.1701880,-4.9952993
MsgID.LOCAL_VELOCITY,1521883091.6351480,5.6805854,-0.6739315,0.1636732
MsgID.GLOBAL_POSITION,1521883091.8854010,-122.3976136,37.7935175,4.9940000
MsgID.LOCAL_VELOCITY,1521883091.8854010,6.4000000,0.1200000,0.1000000
MsgID.LOCAL_POSITION,1521883091.8854010,115.2332382,-14.2487307,-4.9949579
MsgID.LOCAL_VELOCITY,1521883091.8854010,6.4049387,0.1206120,0.1081397
MsgID.GLOBAL_POSITION,1521883092.1394105,-122.3976143,37.7935335,4.9920000
MsgID.LOCAL_VELOCITY,1521883092.1394105,7.0500000,0.8300000,0.1400000
MsgID.LOCAL_POSITION,1521883092.1394105,117.0138931,-14.3110981,-4.9923730
MsgID.LOCAL_VELOCITY,1521883092.1394105,7.0504823,0.8355458,0.1445992
MsgID.STATE,1521883092.3621912,True,True
MsgID.GLOBAL_HOME,1521883092.3621912,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1521883092.3866866,118.8144913,-13.9953699,-4.9816556
MsgID.LOCAL_VELOCITY,1521883092.3866866,7.6802139,1.5650238,0.0802299
MsgID.GLOBAL_POSITION,1521883092.3866866,-122.3976107,37.7935498,4.9810000
MsgID.LOCAL_VELOCITY,1521883092.3866866,7.6800000,1.5600000,0.0800000
MsgID.LOCAL_POSITION,1521883092.6379366,120.7751007,-13.2773514,-4.9767723
MsgID.LOCAL_VELOCITY,1521883092.6379366,8.2104883,2.1264060,-0.0339326
MsgID.GLOBAL_POSITION,1521883092.6379366,-122.3976026,37.7935674,4.9760000
MsgID.LOCAL_VELOCITY,1521883092.6379366,8.2100000,2.1200000,-0.0300000
MsgID.LOCAL_POSITION,1521883092.8868256,123.0375671,-12.8258209,-4.9733152
MsgID.LOCAL_VELOCITY,1521883092.8868256,8.4324150,2.3082151,-0.0584109
MsgID.GLOBAL_POSITION,1521883092.8868256,-122.3975975,37.7935878,4.9730000
MsgID.LOCAL_VELOCITY,1521883092.8868256,8.4300000,2.3000000,-0.0500000
MsgID.LOCAL_POSITION,1521883093.1377158,125.1610184,-12.3469124,-4.9624395
MsgID.LOCAL_VELOCITY,1521883093.1377158,8.4607639,2.4739153,-0.0908735
MsgID.GLOBAL_POSITION,1521883093.1377158,-122.3975922,37.7936069,4.9620000
MsgID.LOCAL_VELOCITY,1521883093.1377158,8.4600000,2.4700000,-0.0900000
MsgID.STATE,1521883093.3634803,True,True
MsgID.GLOBAL_HOME,1521883093.3634803,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1521883093.3884959,127.3030624,-11.6032429,-4.9613748
MsgID.LOCAL_VELOCITY,1521883093.3884959,7.7194619,2.4086704,-0.1443701
MsgID.GLOBAL_POSITION,1521883093.3884959,-122.3975838,37.7936261,4.9610000
MsgID.LOCAL_VELOCITY,1521883093.3884959,7.7100000,2.4000000,-0.1400000
MsgID.LOCAL_POSITION,1521883093.6384797,128.9901428,-11.2121391,-4.9718857
MsgID.LOCAL_VELOCITY,1521883093.6384797,5.8500295,1.9144602,-0.1906944
MsgID.GLOBAL_POSITION,1521883093.6394880,-122.3975794,37.7936413,4.9710000
MsgID.LOCAL_VELOCITY,1521883093.6394880,5.8500000,1.9100000,-0.1900000
MsgID.GLOBAL_POSITION,1521883093.8911557,-122.3975735,37.7936509,4.9860000
MsgID.LOCAL_VELOCITY,1521883093.8911557,4.8300000,2.1400000,-0.1100000
MsgID.LOCAL_POSITION,1521883093.8911557,130.0527039,-10.6874847,-4.9866767
MsgID.LOCAL_VELOCITY,1521883093.8911557,4.8311534,2.1443961,-0.1144804
MsgID.GLOBAL_POSITION,1521883094.1388123,-122.3975655,37.7936621,4.9860000
MsgID.LOCAL_VELOCITY,1521883094.1388123,5.1100000,3.1500000,-0.0300000
MsgID.LOCAL_POSITION,1521883094.1388123,131.2933197,-9.9812307,-4.9864321
MsgID.LOCAL_VELOCITY,1521883094.1388123,5.1187453,3.1578531,-0.0367094
MsgID.STATE,1521883094.3642571,True,True
MsgID.GLOBAL_HOME,1521883094.3642571,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883094.3884668,-122.3975563,37.7936756,4.9860000
MsgID.LOCAL_VELOCITY,1521883094.3884668,5.2400000,4.1700000,0.0000000
MsgID.LOCAL_POSITION,1521883094.3884668,132.7955780,-9.1598167,-4.9869766
MsgID.LOCAL_VELOCITY,1521883094.3884668,5.2403531,4.1772156,-0.0059919
MsgID.GLOBAL_POSITION,1521883094.6390448,-122.3975422,37.7936876,4.9900000
MsgID.LOCAL_VELOCITY,1521883094.6390448,5.2200000,5.1500000,0.0100000
MsgID.LOCAL_POSITION,1521883094.6390448,134.1291962,-7.9048824,-4.9906764
MsgID.LOCAL_VELOCITY,1521883094.6390448,5.2290120,5.1587763,0.0140866
MsgID.GLOBAL_POSITION,1521883094.8898807,-122.3975261,37.7936988,4.9960000
MsgID.LOCAL_VELOCITY,1521883094.8898807,5.2700000,6.0700000,0.0300000
MsgID.LOCAL_POSITION,1521883094.8898807,135.3803558,-6.4752889,-4.9963784
MsgID.LOCAL_VELOCITY,1521883094.8898807,5.2710037,6.0711484,0.0362891
MsgID.GLOBAL_POSITION,1521883095.1393597,-122.3975088,37.7937100,4.9980000
MsgID.LOCAL_VELOCITY,1521883095.1393597,5.3100000,6.6700000,0.0500000
MsgID.LOCAL_POSITION,1521883095.1393597,136.6255493,-4.9353127,-4.9987049
MsgID.LOCAL_VELOCITY,1521883095.1393597,5.3124919,6.6772733,0.0506423
MsgID.STATE,1521883095.3644500,True,True
MsgID.GLOBAL_HOME,1521883095.3644500,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883095.3904791,-122.3974871,37.7937225,4.9910000
MsgID.LOCAL_VELOCITY,1521883095.3904791,5.2800000,6.9500000,0.0500000
MsgID.LOCAL_POSITION,1521883095.3904791,138.0078735,-3.0069973,-4.9918194
MsgID.LOCAL_VELOCITY,1521883095.3904791,5.2885718,6.9535694,0.0547240
MsgID.GLOBAL_POSITION,1521883095.6401231,-122.3974688,37.7937331,4.9870000
MsgID.LOCAL_VELOCITY,1521883095.6401231,5.1500000,6.7900000,0.0000000
MsgID.LOCAL_POSITION,1521883095.6401231,139.1867371,-1.3840917,-4.9870362
MsgID.LOCAL_VELOCITY,1521883095.6401231,5.1523356,6.7997913,0.0058395
MsgID.GLOBAL_POSITION,1521883095.8900688,-122.3974503,37.7937431,4.9870000
MsgID.LOCAL_VELOCITY,1521883095.8900688,4.2500000,5.5500000,-0.0400000
MsgID.LOCAL_POSITION,1521883095.8910689,140.2968140,0.2670707,-4.9872236
MsgID.LOCAL_VELOCITY,1521883095.8910689,4.2505670,5.5586224,-0.0427254
MsgID.GLOBAL_POSITION,1521883096.1421714,-122.3974357,37.7937528,4.9890000
MsgID.LOCAL_VELOCITY,1521883096.1421714,3.2100000,4.1600000,0.0000000
MsgID.LOCAL_POSITION,1521883096.1431525,141.3772888,1.5611186,-4.9895210
MsgID.LOCAL_VELOCITY,1521883096.1431525,3.2101421,4.1627660,-0.0014076
MsgID.STATE,1521883096.3630319,True,True
MsgID.GLOBAL_HOME,1521883096.3640161,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883096.3920166,-122.3974270,37.7937605,4.9860000
MsgID.LOCAL_VELOCITY,1521883096.3920166,2.9700000,3.0600000,-0.0400000
MsgID.LOCAL_POSITION,1521883096.3930197,142.2351532,2.3352120,-4.9868956
MsgID.LOCAL_VELOCITY,1521883096.3930197,2.9706345,3.0676856,-0.0497506
MsgID.GLOBAL_POSITION,1521883096.6419775,-122.3974203,37.7937674,4.9860000
MsgID.LOCAL_VELOCITY,1521883096.6419775,4.0300000,2.2400000,-0.0100000
MsgID.LOCAL_POSITION,1521883096.6429806,142.9974976,2.9265859,-4.9866986
MsgID.LOCAL_VELOCITY,1521883096.6429806,4.0300746,2.2499287,-0.0105022
MsgID.GLOBAL_POSITION,1521883096.8909814,-122.3974158,37.7937761,4.9930000
MsgID.LOCAL_VELOCITY,1521883096.8909814,4.9000000,1.4200000,0.0200000
MsgID.LOCAL_POSITION,1521883096.8909814,143.9631958,3.3332303,-4.9931884
MsgID.LOCAL_VELOCITY,1521883096.8909814,4.9083285,1.4212013,0.0201705
MsgID.GLOBAL_POSITION,1521883097.1419809,-122.3974137,37.7937887,4.9930000
MsgID.LOCAL_VELOCITY,1521883097.1419809,5.6300000,0.6200000,0.0300000
MsgID.LOCAL_POSITION,1521883097.1419809,145.3654785,3.5119545,-4.9932742
MsgID.LOCAL_VELOCITY,1521883097.1419809,5.6356697,0.6218559,0.0362031
MsgID.STATE,1521883097.3659790,True,True
MsgID.GLOBAL_HOME,1521883097.3669806,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883097.3919790,-122.3974116,37.7938037,4.9960000
MsgID.LOCAL_VELOCITY,1521883097.3919790,6.3300000,-0.1400000,0.0500000
MsgID.LOCAL_POSITION,1521883097.3919790,147.0321350,3.7013335,-4.9967198
MsgID.LOCAL_VELOCITY,1521883097.3919790,6.3348060,-0.1499184,0.0519326
MsgID.GLOBAL_POSITION,1521883097.6422565,-122.3974130,37.7938190,4.9990000
MsgID.LOCAL_VELOCITY,1521883097.6422565,6.9400000,-0.9100000,0.0900000
MsgID.LOCAL_POSITION,1521883097.6432571,148.7332306,3.5752087,-4.9993744
MsgID.LOCAL_VELOCITY,1521883097.6432571,6.9493799,-0.9166311,0.0902322
MsgID.GLOBAL_POSITION,1521883097.8923368,-122.3974173,37.7938345,5.0010000
MsgID.LOCAL_VELOCITY,1521883097.8923368,7.5200000,-1.6900000,0.0500000
MsgID.LOCAL_POSITION,1521883097.8933380,150.4505005,3.1934242,-5.0017538
MsgID.LOCAL_VELOCITY,1521883097.8933380,7.5218935,-1.6905425,0.0551081
MsgID.GLOBAL_POSITION,1521883098.1418104,-122.3974241,37.7938519,5.0000000
MsgID.LOCAL_VELOCITY,1521883098.1418104,8.0000000,-2.3100000,0.0800000
MsgID.LOCAL_POSITION,1521883098.1428113,152.3856659,2.5937514,-5.0002437
MsgID.LOCAL_VELOCITY,1521883098.1428113,8.0044794,-2.3194783,0.0820318
MsgID.STATE,1521883098.3643382,True,True
MsgID.GLOBAL_HOME,1521883098.3653505,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883098.3913352,-122.3974290,37.7938691,4.9920000
MsgID.LOCAL_VELOCITY,1521883098.3913352,7.9800000,-2.5500000,0.0600000
MsgID.LOCAL_POSITION,1521883098.3913352,154.2935333,2.1577661,-4.9925342
MsgID.LOCAL_VELOCITY,1521883098.3913352,7.9889903,-2.5582409,0.0672406
MsgID.GLOBAL_POSITION,1521883098.6436398,-122.3974354,37.7938847,4.9940000
MsgID.LOCAL_VELOCITY,1521883098.6436398,6.5100000,-2.3100000,0.0500000
MsgID.LOCAL_POSITION,1521883098.6436398,156.0359039,1.5829492,-4.9946613
MsgID.LOCAL_VELOCITY,1521883098.6436398,6.5149298,-2.3197520,0.0530033
MsgID.LOCAL_POSITION,1521883098.8910024,157.5596008,0.9013823,-4.9939914
MsgID.LOCAL_VELOCITY,1521883098.8910024,4.6660748,-1.8228036,0.0182543
MsgID.GLOBAL_POSITION,1521883098.8920052,-122.3974431,37.7938985,4.9930000
MsgID.LOCAL_VELOCITY,1521883098.8920052,4.6600000,-1.8200000,0.0100000
MsgID.GLOBAL_POSITION,1521883099.1430395,-122.3974475,37.7939078,4.9980000
MsgID.LOCAL_VELOCITY,1521883099.1430395,3.8500000,-1.9600000,0.0100000
MsgID.LOCAL_POSITION,1521883099.1430395,158.5975800,0.5086044,-4.9987612
MsgID.LOCAL_VELOCITY,1521883099.1430395,3.8507860,-1.9689107,0.0151407
MsgID.STATE,1521883099.3672988,True,True
MsgID.GLOBAL_HOME,1521883099.3672988,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883099.3932862,-122.3974524,37.7939169,4.9930000
MsgID.LOCAL_VELOCITY,1521883099.3932862,4.3900000,-2.9500000,0.0100000
MsgID.LOCAL_POSITION,1521883099.3932862,159.6088867,0.0782282,-4.9939337
MsgID.LOCAL_VELOCITY,1521883099.3932862,4.3943453,-2.9597449,0.0168873
MsgID.GLOBAL_POSITION,1521883099.6434925,-122.3974631,37.7939272,4.9900000
MsgID.LOCAL_VELOCITY,1521883099.6434925,4.7500000,-3.9300000,0.0000000
MsgID.LOCAL_POSITION,1521883099.6434925,160.7511597,-0.8787436,-4.9909916
MsgID.LOCAL_VELOCITY,1521883099.6434925,4.7562056,-3.9318087,0.0040925
MsgID.GLOBAL_POSITION,1521883099.8935127,-122.3974761,37.7939396,4.9930000
MsgID.LOCAL_VELOCITY,1521883099.8935127,5.0300000,-4.8300000,-0.0100000
MsgID.LOCAL_POSITION,1521883099.8935127,162.1307068,-2.0323157,-4.9931879
MsgID.LOCAL_VELOCITY,1521883099.8935127,5.0392241,-4.8388453,-0.0134039
MsgID.GLOBAL_POSITION,1521883100.1419373,-122.3974910,37.7939511,4.9980000
MsgID.LOCAL_VELOCITY,1521883100.1419373,5.3600000,-5.6500000,0.0100000
MsgID.LOCAL_POSITION,1521883100.1429522,163.4043732,-3.3527234,-4.9987903
MsgID.LOCAL_VELOCITY,1521883100.1429522,5.3642521,-5.6515884,0.0106222
MsgID.STATE,1521883100.3648458,True,True
MsgID.GLOBAL_HOME,1521883100.3648458,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883100.3919475,-122.3975092,37.7939627,5.0000000
MsgID.LOCAL_VELOCITY,1521883100.3919475,5.6400000,-6.2200000,0.0600000
MsgID.LOCAL_POSITION,1521883100.3919475,164.6933899,-4.9745202,-5.0004954
MsgID.LOCAL_VELOCITY,1521883100.3919475,5.6428857,-6.2294941,0.0648776
MsgID.GLOBAL_POSITION,1521883100.6434147,-122.3975262,37.7939746,5.0030000
MsgID.LOCAL_VELOCITY,1521883100.6434147,5.7900000,-6.4700000,0.0600000
MsgID.LOCAL_POSITION,1521883100.6444163,166.0202026,-6.4872227,-5.0034790
MsgID.LOCAL_VELOCITY,1521883100.6444163,5.7916484,-6.4787569,0.0639847
MsgID.GLOBAL_POSITION,1521883100.8948357,-122.3975433,37.7939891,5.0110000
MsgID.LOCAL_VELOCITY,1521883100.8948357,5.8400000,-6.5600000,0.1100000
MsgID.LOCAL_POSITION,1521883100.8948357,167.6353607,-8.0025120,-5.0115843
MsgID.LOCAL_VELOCITY,1521883100.8948357,5.8443708,-6.5628943,0.1147970
MsgID.GLOBAL_POSITION,1521883101.1456010,-122.3975623,37.7940031,5.0050000
MsgID.LOCAL_VELOCITY,1521883101.1456010,5.8400000,-6.6200000,0.1100000
MsgID.LOCAL_POSITION,1521883101.1456010,169.1873627,-9.6894560,-5.0055089
MsgID.LOCAL_VELOCITY,1521883101.1456010,5.8444910,-6.6299953,0.1177808
MsgID.STATE,1521883101.3652992,True,True
MsgID.GLOBAL_HOME,1521883101.3652992,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883101.3943889,-122.3975821,37.7940160,4.9990000
