MsgID.STATE,1521883067.1269608,False,False
MsgID.LOCAL_VELOCITY,1521883101.3943889,5.8200000,-6.6700000,0.1100000
MsgID.LOCAL_POSITION,1521883101.3943889,170.6235809,-11.4533682,-4.9991665
MsgID.LOCAL_VELOCITY,1521883101.3943889,5.8290167,-6.6764154,0.1124015
MsgID.GLOBAL_POSITION,1521883101.6433234,-122.3975989,37.7940275,4.9910000
MsgID.LOCAL_VELOCITY,1521883101.6433234,5.8400000,-6.6900000,0.0400000
MsgID.LOCAL_POSITION,1521883101.6433234,171.8974609,-12.9468307,-4.9912739
MsgID.LOCAL_VELOCITY,1521883101.6433234,5.8468232,-6.6964583,0.0439936
MsgID.LOCAL_POSITION,1521883101.8928144,173.2510529,-14.5585012,-4.9908662
MsgID.LOCAL_VELOCITY,1521883101.8928144,5.8745275,-6.6902776,-0.0270054
MsgID.GLOBAL_POSITION,1521883101.8938158,-122.3976170,37.7940397,4.9900000
MsgID.LOCAL_VELOCITY,1521883101.8938158,5.8700000,-6.6900000,-0.0200000
MsgID.GLOBAL_POSITION,1521883102.1433229,-122.3976363,37.7940530,4.9820000
MsgID.LOCAL_VELOCITY,1521883102.1433229,5.8900000,-6.6600000,-0.0200000
MsgID.LOCAL_POSITION,1521883102.1433229,174.7262268,-16.2685776,-4.9825053
MsgID.LOCAL_VELOCITY,1521883102.1433229,5.8977571,-6.6619992,-0.0257558
MsgID.STATE,1521883102.3657966,True,True
MsgID.GLOBAL_HOME,1521883102.3657966,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883102.3937829,-122.3976574,37.7940675,4.9710000
MsgID.LOCAL_VELOCITY,1521883102.3937829,5.9300000,-6.6200000,-0.1300000
MsgID.LOCAL_POSITION,1521883102.3937829,176.3408508,-18.1480408,-4.9713717
MsgID.LOCAL_VELOCITY,1521883102.3937829,5.9317117,-6.6226268,-0.1331044
MsgID.GLOBAL_POSITION,1521883102.6443460,-122.3976750,37.7940805,4.9730000
MsgID.LOCAL_VELOCITY,1521883102.6443460,5.4000000,-5.8200000,-0.1800000
MsgID.LOCAL_POSITION,1521883102.6443460,177.7897949,-19.7119465,-4.9739327
MsgID.LOCAL_VELOCITY,1521883102.6443460,5.4083366,-5.8282704,-0.1825289
MsgID.GLOBAL_POSITION,1521883102.8941426,-122.3976887,37.7940903,4.9740000
MsgID.LOCAL_VELOCITY,1521883102.8941426,4.1300000,-4.4800000,-0.2000000
MsgID.LOCAL_POSITION,1521883102.8941426,178.8762817,-20.9260693,-4.9746633
MsgID.LOCAL_VELOCITY,1521883102.8941426,4.1373796,-4.4895806,-0.2027724
MsgID.GLOBAL_POSITION,1521883103.1449311,-122.3977002,37.7940991,4.9760000
MsgID.LOCAL_VELOCITY,1521883103.1449311,3.7400000,-3.4100000,-0.1800000
MsgID.LOCAL_POSITION,1521883103.1449311,179.8580780,-21.9488354,-4.9763093
MsgID.LOCAL_VELOCITY,1521883103.1449311,3.7459352,-3.4109898,-0.1805288
MsgID.STATE,1521883103.3647659,True,True
MsgID.GLOBAL_HOME,1521883103.3647659,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883103.3948536,-122.3977085,37.7941104,4.9820000
MsgID.LOCAL_VELOCITY,1521883103.3948536,4.8000000,-2.5300000,-0.2000000
MsgID.LOCAL_POSITION,1521883103.3948536,181.1100769,-22.6841946,-4.9825425
MsgID.LOCAL_VELOCITY,1521883103.3948536,4.8020120,-2.5342071,-0.2038698
MsgID.LOCAL_POSITION,1521883103.6471705,182.4975586,-23.2531853,-4.9919081
MsgID.LOCAL_VELOCITY,1521883103.6471705,5.6268740,-1.7012434,-0.1260001
MsgID.GLOBAL_POSITION,1521883103.6471705,-122.3977149,37.7941229,4.9910000
MsgID.LOCAL_VELOCITY,1521883103.6471705,5.6200000,-1.7000000,-0.1200000
MsgID.GLOBAL_POSITION,1521883103.8956113,-122.3977195,37.7941361,4.9910000
MsgID.LOCAL_VELOCITY,1521883103.8956113,6.3200000,-0.9300000,-0.0300000
MsgID.LOCAL_POSITION,1521883103.8956113,183.9671631,-23.6647797,-4.9917979
MsgID.LOCAL_VELOCITY,1521883103.8956113,6.3223581,-0.9376724,-0.0383696
MsgID.LOCAL_POSITION,1521883104.1486259,185.4662323,-23.6501617,-4.9975591
MsgID.LOCAL_VELOCITY,1521883104.1486259,7.0678077,-0.2254274,-0.0259668
MsgID.GLOBAL_POSITION,1521883104.1486259,-122.3977193,37.7941496,4.9970000
MsgID.LOCAL_VELOCITY,1521883104.1486259,7.0600000,-0.2200000,-0.0200000
MsgID.STATE,1521883104.3653231,True,True
MsgID.GLOBAL_HOME,1521883104.3663118,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883104.3975399,-122.3977192,37.7941662,5.0080000
MsgID.LOCAL_VELOCITY,1521883104.3975399,7.7700000,0.3500000,0.0300000
MsgID.LOCAL_POSITION,1521883104.3975399,187.3043823,-23.6428280,-5.0086174
MsgID.LOCAL_VELOCITY,1521883104.3975399,7.7719326,0.3500943,0.0371756
MsgID.GLOBAL_POSITION,1521883104.6503716,-122.3977177,37.7941857,5.0090000
MsgID.LOCAL_VELOCITY,1521883104.6503716,8.3500000,0.7600000,0.1100000
MsgID.LOCAL_POSITION,1521883104.6503716,189.4715729,-23.5095882,-5.0090494
MsgID.LOCAL_VELOCITY,1521883104.6503716,8.3560591,0.7620833,0.1186477
MsgID.GLOBAL_POSITION,1521883104.9002414,-122.3977150,37.7942057,5.0030000
MsgID.LOCAL_VELOCITY,1521883104.9002414,8.6300000,0.9700000,0.1400000
MsgID.LOCAL_POSITION,1521883104.9002414,191.7005463,-23.2696457,-5.0032721
MsgID.LOCAL_VELOCITY,1521883104.9002414,8.6330042,0.9757036,0.1417201
MsgID.GLOBAL_POSITION,1521883105.1502321,-122.3977106,37.7942241,5.0010000
MsgID.LOCAL_VELOCITY,1521883105.1502321,8.7300000,1.0700000,0.0800000
MsgID.LOCAL_POSITION,1521883105.1502321,193.7370148,-22.8784714,-5.0015035
MsgID.LOCAL_VELOCITY,1521883105.1502321,8.7343464,1.0773116,0.0839364
MsgID.STATE,1521883105.3664656,True,True
MsgID.GLOBAL_HOME,1521883105.3664656,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883105.3994653,-122.3977073,37.7942439,4.9990000
MsgID.LOCAL_VELOCITY,1521883105.3994653,8.7700000,1.0800000,0.0900000
MsgID.LOCAL_POSITION,1521883105.3994653,195.9427338,-22.5817261,-4.9999232
MsgID.LOCAL_VELOCITY,1521883105.3994653,8.7741232,1.0879725,0.0928729
MsgID.GLOBAL_POSITION,1521883105.6495082,-122.3977055,37.7942638,4.9970000
MsgID.LOCAL_VELOCITY,1521883105.6495082,8.8100000,1.0800000,0.0200000
MsgID.LOCAL_POSITION,1521883105.6495082,198.1539307,-22.4170990,-4.9974246
MsgID.LOCAL_VELOCITY,1521883105.6495082,8.8136654,1.0847499,0.0256899
MsgID.GLOBAL_POSITION,1521883105.8985436,-122.3977033,37.7942823,4.9970000
MsgID.LOCAL_VELOCITY,1521883105.8985436,8.8200000,1.1100000,0.0000000
MsgID.LOCAL_POSITION,1521883105.8985436,200.2045288,-22.2280693,-4.9972024
MsgID.LOCAL_VELOCITY,1521883105.8985436,8.8218174,1.1189759,-0.0088084
MsgID.GLOBAL_POSITION,1521883106.1485198,-122.3977016,37.7943019,5.0000000
MsgID.LOCAL_VELOCITY,1521883106.1485198,8.8000000,1.1800000,0.0000000
MsgID.LOCAL_POSITION,1521883106.1485198,202.3828125,-22.0748920,-5.0001512
MsgID.LOCAL_VELOCITY,1521883106.1485198,8.8052826,1.1847527,0.0058342
MsgID.STATE,1521883106.3669698,True,True
MsgID.GLOBAL_HOME,1521883106.3669698,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883106.3992538,-122.3976969,37.7943221,4.9950000
MsgID.LOCAL_VELOCITY,1521883106.3992538,8.7800000,1.2900000,0.0100000
MsgID.LOCAL_POSITION,1521883106.3992538,204.6356812,-21.6535130,-4.9952517
MsgID.LOCAL_VELOCITY,1521883106.3992538,8.7816706,1.2971158,0.0162876
MsgID.GLOBAL_POSITION,1521883106.6508954,-122.3976925,37.7943435,4.9950000
MsgID.LOCAL_VELOCITY,1521883106.6508954,8.2400000,1.2100000,0.0000000
MsgID.LOCAL_POSITION,1521883106.6508954,207.0077667,-21.2633305,-4.9953709
MsgID.LOCAL_VELOCITY,1521883106.6508954,8.2480202,1.2195348,0.0078408
MsgID.GLOBAL_POSITION,1521883106.8998883,-122.3976898,37.7943589,4.9980000
MsgID.LOCAL_VELOCITY,1521883106.8998883,6.4200000,0.9300000,0.0000000
MsgID.LOCAL_POSITION,1521883106.9009020,208.7150269,-21.0231552,-4.9988389
MsgID.LOCAL_VELOCITY,1521883106.9009020,6.4229155,0.9360590,0.0067892
MsgID.GLOBAL_POSITION,1521883107.1506929,-122.3976879,37.7943708,5.0040000
MsgID.LOCAL_VELOCITY,1521883107.1506929,5.2500000,0.2000000,0.0200000
MsgID.LOCAL_POSITION,1521883107.1506929,210.0373077,-20.8588943,-5.0048862
MsgID.LOCAL_VELOCITY,1521883107.1506929,5.2509041,0.2093204,0.0256225
MsgID.STATE,1521883107.3652689,True,True
MsgID.GLOBAL_HOME,1521883107.3652689,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883107.3995044,-122.3976890,37.7943840,5.0040000
MsgID.LOCAL_VELOCITY,1521883107.3995044,5.2900000,-1.0200000,0.0400000
MsgID.LOCAL_POSITION,1521883107.3995044,211.5036163,-20.9588642,-5.0046697
MsgID.LOCAL_VELOCITY,1521883107.3995044,5.2977777,-1.0206687,0.0472975
MsgID.GLOBAL_POSITION,1521883107.6498547,-122.3976936,37.7943958,5.0000000
MsgID.LOCAL_VELOCITY,1521883107.6498547,5.1300000,-2.2300000,0.0500000
MsgID.LOCAL_POSITION,1521883107.6498547,212.8234100,-21.3659363,-5.0006089
MsgID.LOCAL_VELOCITY,1521883107.6498547,5.1323004,-2.2347271,0.0558105
MsgID.LOCAL_POSITION,1521883107.8997805,214.0564270,-22.0565128,-4.9976554
MsgID.LOCAL_VELOCITY,1521883107.8997805,4.8461103,-3.4057534,0.0361625
MsgID.GLOBAL_POSITION,1521883107.8997805,-122.3977014,37.7944069,4.9970000
MsgID.LOCAL_VELOCITY,1521883107.8997805,4.8400000,-3.4000000,0.0300000
MsgID.LOCAL_POSITION,1521883108.1492920,215.2044373,-23.0014153,-4.9961367
MsgID.LOCAL_VELOCITY,1521883108.1492920,4.5500803,-4.5014105,0.0285015
MsgID.GLOBAL_POSITION,1521883108.1492920,-122.3977120,37.7944173,4.9960000
MsgID.LOCAL_VELOCITY,1521883108.1492920,4.5500000,-4.5000000,0.0200000
MsgID.STATE,1521883108.3662732,True,True
MsgID.GLOBAL_HOME,1521883108.3662732,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1521883108.4008796,216.4510956,-24.3400745,-4.9944139
MsgID.LOCAL_VELOCITY,1521883108.4008796,4.1973906,-5.5565395,-0.0326026
MsgID.GLOBAL_POSITION,1521883108.4008796,-122.3977271,37.7944285,4.9940000
MsgID.LOCAL_VELOCITY,1521883108.4008796,4.1900000,-5.5500000,-0.0300000
MsgID.LOCAL_POSITION,1521883108.6494470,217.4578247,-26.0144615,-4.9929109
MsgID.LOCAL_VELOCITY,1521883108.6494470,3.7458251,-6.5072875,-0.0383663
MsgID.GLOBAL_POSITION,1521883108.6494470,-122.3977459,37.7944375,4.9920000
MsgID.LOCAL_VELOCITY,1521883108.6494470,3.7400000,-6.5000000,-0.0300000
MsgID.LOCAL_POSITION,1521883108.8992341,218.2446442,-27.6296520,-4.9901633
MsgID.LOCAL_VELOCITY,1521883108.8992341,3.1482127,-7.2483082,-0.0732833
MsgID.GLOBAL_POSITION,1521883108.8992341,-122.3977641,37.7944446,4.9900000
MsgID.LOCAL_VELOCITY,1521883108.8992341,3.1400000,-7.2400000,-0.0700000
MsgID.GLOBAL_POSITION,1521883109.1529107,-122.3977818,37.7944489,4.9840000
MsgID.LOCAL_VELOCITY,1521883109.1529107,2.2200000,-6.6300000,-0.0100000
MsgID.LOCAL_POSITION,1521883109.1529107,218.7193298,-29.2017136,-4.9841580
MsgID.LOCAL_VELOCITY,1521883109.1529107,2.2278006,-6.6361017,-0.0112637
MsgID.STATE,1521883109.3661180,True,True
MsgID.GLOBAL_HOME,1521883109.3671334,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883109.3998971,-122.3978006,37.7944543,4.9780000
MsgID.LOCAL_VELOCITY,1521883109.3998971,1.3900000,-5.0700000,-0.0900000
MsgID.LOCAL_POSITION,1521883109.3998971,219.3251495,-30.8724880,-4.9788942
MsgID.LOCAL_VELOCITY,1521883109.3998971,1.3938308,-5.0766358,-0.0964066
MsgID.GLOBAL_POSITION,1521883109.6499121,-122.3978131,37.7944586,4.9890000
MsgID.LOCAL_VELOCITY,1521883109.6499121,1.4900000,-3.8400000,-0.1000000
MsgID.LOCAL_POSITION,1521883109.6499121,219.8002014,-31.9850674,-4.9897666
MsgID.LOCAL_VELOCITY,1521883109.6499121,1.4911562,-3.8478951,-0.1061934
MsgID.GLOBAL_POSITION,1521883109.9009147,-122.3978218,37.7944624,4.9910000
MsgID.LOCAL_VELOCITY,1521883109.9009147,2.6900000,-3.0500000,-0.0700000
MsgID.LOCAL_POSITION,1521883109.9009147,220.2229156,-32.7602310,-4.9918451
MsgID.LOCAL_VELOCITY,1521883109.9009147,2.6941140,-3.0594039,-0.0754401
MsgID.GLOBAL_POSITION,1521883110.1508079,-122.3978293,37.7944688,4.9880000
MsgID.LOCAL_VELOCITY,1521883110.1508079,3.7200000,-2.3100000,-0.0700000
MsgID.LOCAL_POSITION,1521883110.1517911,220.9346619,-33.4252815,-4.9881372
MsgID.LOCAL_VELOCITY,1521883110.1517911,3.7201450,-2.3113437,-0.0742001
MsgID.STATE,1521883110.3692029,True,True
MsgID.GLOBAL_HOME,1521883110.3692029,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883110.4023292,-122.3978343,37.7944784,4.9880000
MsgID.LOCAL_VELOCITY,1521883110.4023292,4.6500000,-1.6100000,-0.1000000
MsgID.LOCAL_POSITION,1521883110.4023292,221.9985199,-33.8673973,-4.9889865
MsgID.LOCAL_VELOCITY,1521883110.4023292,4.6524453,-1.6135551,-0.1019425
MsgID.GLOBAL_POSITION,1521883110.6533546,-122.3978380,37.7944886,4.9890000
MsgID.LOCAL_VELOCITY,1521883110.6533546,5.5500000,-0.9900000,-0.0700000
MsgID.LOCAL_POSITION,1521883110.6533546,223.1349030,-34.2011452,-4.9896145
MsgID.LOCAL_VELOCITY,1521883110.6533546,5.5500035,-0.9970474,-0.0758466
MsgID.GLOBAL_POSITION,1521883110.9023571,-122.3978420,37.7945033,4.9880000
MsgID.LOCAL_VELOCITY,1521883110.9023571,6.4000000,-0.4500000,-0.0500000
MsgID.LOCAL_POSITION,1521883110.9023571,224.7609100,-34.5576935,-4.9880328
MsgID.LOCAL_VELOCITY,1521883110.9023571,6.4041200,-0.4568987,-0.0556976
MsgID.GLOBAL_POSITION,1521883111.1536908,-122.3978428,37.7945179,4.9900000
MsgID.LOCAL_VELOCITY,1521883111.1536908,7.2400000,0.0200000,-0.0800000
MsgID.LOCAL_POSITION,1521883111.1536908,226.3812866,-34.6264572,-4.9902425
MsgID.LOCAL_VELOCITY,1521883111.1536908,7.2447214,0.0217761,-0.0850443
MsgID.STATE,1521883111.3669200,True,True
MsgID.GLOBAL_HOME,1521883111.3679199,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883111.4029996,-122.3978407,37.7945355,4.9940000
MsgID.LOCAL_VELOCITY,1521883111.4029996,8.0100000,0.4000000,-0.0500000
MsgID.LOCAL_POSITION,1521883111.4029996,228.3371887,-34.4378319,-4.9945192
MsgID.LOCAL_VELOCITY,1521883111.4029996,8.0143118,0.4000741,-0.0595596
MsgID.GLOBAL_POSITION,1521883111.6521332,-122.3978390,37.7945558,4.9940000
MsgID.LOCAL_VELOCITY,1521883111.6521332,8.5500000,0.6100000,-0.0600000
MsgID.LOCAL_POSITION,1521883111.6521332,230.5962677,-34.2877960,-4.9945860
MsgID.LOCAL_VELOCITY,1521883111.6521332,8.5506086,0.6150519,-0.0666684
MsgID.GLOBAL_POSITION,1521883111.9012721,-122.3978372,37.7945755,4.9950000
MsgID.LOCAL_VELOCITY,1521883111.9012721,8.7100000,0.6900000,0.0000000
MsgID.LOCAL_POSITION,1521883111.9012721,232.7832642,-34.1296959,-4.9951429
MsgID.LOCAL_VELOCITY,1521883111.9012721,8.7160482,0.6980262,0.0042962
MsgID.GLOBAL_POSITION,1521883112.1514304,-122.3978365,37.7945944,4.9880000
MsgID.LOCAL_VELOCITY,1521883112.1514304,8.7700000,0.7300000,0.0000000
MsgID.LOCAL_POSITION,1521883112.1514304,234.8861694,-34.0688400,-4.9887362
MsgID.LOCAL_VELOCITY,1521883112.1514304,8.7795334,0.7364585,-0.0026708
MsgID.STATE,1521883112.3670263,True,True
MsgID.GLOBAL_HOME,1521883112.3670263,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883112.4017084,-122.3978351,37.7946137,4.9980000
MsgID.LOCAL_VELOCITY,1521883112.4017084,8.8200000,0.7700000,-0.0200000
MsgID.LOCAL_POSITION,1521883112.4027104,237.0361023,-33.9390602,-4.9985785
MsgID.LOCAL_VELOCITY,1521883112.4027104,8.8217182,0.7702228,-0.0237715
MsgID.GLOBAL_POSITION,1521883112.6520541,-122.3978317,37.7946341,5.0050000
MsgID.LOCAL_VELOCITY,1521883112.6520541,8.8200000,0.7900000,0.0200000
MsgID.LOCAL_POSITION,1521883112.6520541,239.2964935,-33.6430473,-5.0051699
MsgID.LOCAL_VELOCITY,1521883112.6520541,8.8284025,0.7907169,0.0276284
MsgID.GLOBAL_POSITION,1521883112.9028583,-122.3978280,37.7946534,5.0060000
MsgID.LOCAL_VELOCITY,1521883112.9028583,8.8200000,0.7900000,0.0700000
MsgID.LOCAL_POSITION,1521883112.9028583,241.4467621,-33.3130150,-5.0060782
MsgID.LOCAL_VELOCITY,1521883112.9028583,8.8287745,0.7904938,0.0772370
MsgID.GLOBAL_POSITION,1521883113.1550992,-122.3978259,37.7946735,5.0140000
MsgID.LOCAL_VELOCITY,1521883113.1550992,8.8300000,0.7600000,0.1200000
MsgID.LOCAL_POSITION,1521883113.1550992,243.6743774,-33.1216316,-5.0140700
MsgID.LOCAL_VELOCITY,1521883113.1550992,8.8323107,0.7683767,0.1285528
MsgID.STATE,1521883113.3675122,True,True
MsgID.GLOBAL_HOME,1521883113.3684807,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883113.4051242,-122.3978255,37.7946943,5.0160000
MsgID.LOCAL_VELOCITY,1521883113.4051242,8.8300000,0.7500000,0.1600000
MsgID.LOCAL_POSITION,1521883113.4051242,245.9901276,-33.0886002,-5.0163341
MsgID.LOCAL_VELOCITY,1521883113.4051242,8.8360777,0.7531990,0.1635506
MsgID.GLOBAL_POSITION,1521883113.6531804,-122.3978232,37.7947144,5.0220000
MsgID.LOCAL_VELOCITY,1521883113.6531804,8.8300000,0.7700000,0.1700000
MsgID.LOCAL_POSITION,1521883113.6531804,248.2169189,-32.8842812,-5.0229244
MsgID.LOCAL_VELOCITY,1521883113.6531804,8.8391066,0.7746515,0.1780504
MsgID.GLOBAL_POSITION,1521883113.9050660,-122.3978199,37.7947328,5.0230000
MsgID.LOCAL_VELOCITY,1521883113.9050660,8.8200000,0.7800000,0.2400000
MsgID.LOCAL_POSITION,1521883113.9050660,250.2595978,-32.5897484,-5.0236669
MsgID.LOCAL_VELOCITY,1521883113.9050660,8.8277521,0.7870883,0.2461839
MsgID.LOCAL_POSITION,1521883114.1529980,252.3350983,-32.3936195,-5.0150948
MsgID.LOCAL_VELOCITY,1521883114.1529980,8.8436480,0.7723639,0.2248740
MsgID.GLOBAL_POSITION,1521883114.1539981,-122.3978177,37.7947514,5.0150000
MsgID.LOCAL_VELOCITY,1521883114.1539981,8.8400000,0.7700000,0.2200000
MsgID.STATE,1521883114.3703556,True,True
MsgID.GLOBAL_HOME,1521883114.3703556,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1521883114.4026527,254.6627808,-32.1364555,-5.0131650
MsgID.LOCAL_VELOCITY,1521883114.4026527,8.8698759,0.7555032,0.1248432
MsgID.GLOBAL_POSITION,1521883114.4026527,-122.3978148,37.7947724,5.0130000
MsgID.LOCAL_VELOCITY,1521883114.4026527,8.8600000,0.7500000,0.1200000
MsgID.LOCAL_POSITION,1521883114.6535623,256.8843384,-31.8314381,-5.0024304
MsgID.LOCAL_VELOCITY,1521883114.6535623,8.8674765,0.7246453,0.1103600
MsgID.GLOBAL_POSITION,1521883114.6535623,-122.3978114,37.7947924,5.0020000
MsgID.LOCAL_VELOCITY,1521883114.6535623,8.8600000,0.7200000,0.1100000
MsgID.LOCAL_POSITION,1521883114.9041395,259.0632629,-31.7549706,-4.9882402
MsgID.LOCAL_VELOCITY,1521883114.9041395,8.8916807,0.6676125,-0.0073896
MsgID.GLOBAL_POSITION,1521883114.9041395,-122.3978105,37.7948120,4.9880000
MsgID.LOCAL_VELOCITY,1521883114.9041395,8.8900000,0.6600000,0.0000000
MsgID.LOCAL_POSITION,1521883115.1535773,261.3030396,-31.7192745,-4.9829140
MsgID.LOCAL_VELOCITY,1521883115.1535773,8.8968744,0.6746060,-0.1029104
MsgID.GLOBAL_POSITION,1521883115.1535773,-122.3978101,37.7948321,4.9820000
MsgID.LOCAL_VELOCITY,1521883115.1535773,8.8900000,0.6700000,-0.1000000
MsgID.STATE,1521883115.3701756,True,True
MsgID.GLOBAL_HOME,1521883115.3701756,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1521883115.4052329,263.4049988,-31.5006313,-4.9767809
MsgID.LOCAL_VELOCITY,1521883115.4052329,8.8678370,0.7444099,-0.0907056
MsgID.GLOBAL_POSITION,1521883115.4052329,-122.3978076,37.7948511,4.9760000
MsgID.LOCAL_VELOCITY,1521883115.4052329,8.8600000,0.7400000,-0.0900000
MsgID.LOCAL_POSITION,1521883115.6524456,265.6583557,-31.4756451,-4.9714813
MsgID.LOCAL_VELOCITY,1521883115.6524456,8.7981482,0.7905901,-0.1728807
MsgID.GLOBAL_POSITION,1521883115.6534312,-122.3978074,37.7948713,4.9710000
MsgID.LOCAL_VELOCITY,1521883115.6534312,8.7900000,0.7900000,-0.1700000
MsgID.LOCAL_POSITION,1521883115.9039197,267.8901672,-31.2429600,-4.9767847
MsgID.LOCAL_VELOCITY,1521883115.9039197,7.5765219,0.7983164,-0.2172278
MsgID.GLOBAL_POSITION,1521883115.9048965,-122.3978047,37.7948914,4.9760000
MsgID.LOCAL_VELOCITY,1521883115.9048965,7.5700000,0.7900000,-0.2100000
MsgID.GLOBAL_POSITION,1521883116.1530590,-122.3978027,37.7949061,4.9820000
MsgID.LOCAL_VELOCITY,1521883116.1530590,5.6200000,0.6700000,-0.1900000
MsgID.LOCAL_POSITION,1521883116.1530590,269.5152893,-31.0595551,-4.9825449
MsgID.LOCAL_VELOCITY,1521883116.1530590,5.6284523,0.6716500,-0.1928519
MsgID.STATE,1521883116.3683381,True,True
MsgID.GLOBAL_HOME,1521883116.3683381,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883116.4063530,-122.3977986,37.7949171,4.9880000
MsgID.LOCAL_VELOCITY,1521883116.4063530,4.6100000,1.0900000,-0.1200000
MsgID.LOCAL_POSITION,1521883116.4063530,270.7440796,-30.6991196,-4.9880772
MsgID.LOCAL_VELOCITY,1521883116.4063530,4.6154399,1.0932481,-0.1244328
MsgID.GLOBAL_POSITION,1521883116.6545088,-122.3977928,37.7949279,4.9920000
MsgID.LOCAL_VELOCITY,1521883116.6545088,4.8500000,2.2300000,-0.1200000
MsgID.LOCAL_POSITION,1521883116.6545088,271.9408264,-30.1770306,-4.9920011
MsgID.LOCAL_VELOCITY,1521883116.6545088,4.8503261,2.2349157,-0.1289381
MsgID.GLOBAL_POSITION,1521883116.9047689,-122.3977847,37.7949400,4.9990000
MsgID.LOCAL_VELOCITY,1521883116.9047689,4.8800000,3.3100000,-0.0400000
MsgID.LOCAL_POSITION,1521883116.9047689,273.2867432,-29.4596138,-4.9990373
MsgID.LOCAL_VELOCITY,1521883116.9047689,4.8895836,3.3118439,-0.0438320
MsgID.GLOBAL_POSITION,1521883117.1547210,-122.3977739,37.7949512,4.9970000
MsgID.LOCAL_VELOCITY,1521883117.1547210,4.8200000,4.3600000,-0.0200000
MsgID.LOCAL_POSITION,1521883117.1547210,274.5257568,-28.5022259,-4.9971690
MsgID.LOCAL_VELOCITY,1521883117.1547210,4.8281541,4.3686571,-0.0238068
MsgID.STATE,1521883117.3688209,True,True
MsgID.GLOBAL_HOME,1521883117.3688209,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521883117.4043996,-122.3977617,37.7949607,4.9940000
MsgID.LOCAL_VELOCITY,1521883117.4043996,4.7700000,5.3700000,-0.0100000
MsgID.LOCAL_POSITION,1521883117.4043996,275.5878601,-27.4167652,-4.9943519
MsgID.LOCAL_VELOCITY,1521883117.4043996,4.7774415,5.3758140,-0.0116744
MsgID.LOCAL_POSITION,1521883117.6540954,276.6993713,-26.0058670,-5.0012746
MsgID.LOCAL_VELOCITY,1521883117.6540954,4.7307363,6.3283815,-0.0213577
MsgID.GLOBAL_POSITION,1521883117.6540954,-122.3977458,37.7949707,5.0010000
MsgID.LOCAL_VELOCITY,1521883117.6540954,4.7300000,6.3200000,-0.0200000
MsgID.LOCAL_POSITION,1521883117.9041905,277.9131165,-24.3198662,-4.9991665
MsgID.LOCAL_VELOCITY,1521883117.9041905,4.6826997,7.0496650,-0.0100758
MsgID.GLOBAL_POSITION,1521883117.9041905,-122.3977269,37.7949816,4.9990000
MsgID.LOCAL_VELOCITY,1521883117.9041905,4.6800000,7.0400000,-0.0100000
MsgID.LOCAL_POSITION,1521883118.1550305,279.0820007,-22.4766750,-4.9933934
MsgID.LOCAL_VELOCITY,1521883118.1550305,4.5579276,7.4007349,0.0044931
MsgID.GLOBAL_POSITION,1521883118.1550305,-122.3977061,37.7949922,4.9930000
MsgID.LOCAL_VELOCITY,1521883118.1550305,4.5500000,7.4000000,0.0000000
MsgID.STATE,1521883118.3686640,True,True
MsgID.GLOBAL_HOME,1521883118.3696525,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1521883118.4077871,280.1321106,-20.7697220,-4.9950757
MsgID.LOCAL_VELOCITY,1521883118.4077871,4.0166969,6.7644253,-0.0187467
MsgID.GLOBAL_POSITION,1521883118.4077871,-122.3976869,37.7950016,4.9950000
MsgID.LOCAL_VELOCITY,1521883118.4077871,4.0100000,6.7600000,-0.0100000
MsgID.LOCAL_POSITION,1521883118.6571021,280.9123535,-19.2385921,-5.0027132
MsgID.LOCAL_VELOCITY,1521883118.6571021,2.9907451,5.2994909,-0.0191313
MsgID.GLOBAL_POSITION,1521883118.6581047,-122.3976697,37.7950086,5.0020000
MsgID.LOCAL_VELOCITY,1521883118.6581047,2.9900000,5.2900000,-0.0100000
MsgID.LOCAL_POSITION,1521883118.9060941,281.7521973,-17.8028259,-5.0114241
MsgID.LOCAL_VELOCITY,1521883118.9060941,2.1810393,4.9022403,0.0206885
MsgID.GLOBAL_POSITION,1521883118.9070959,-122.3976535,37.7950162,5.0110000
